,city,year,party,BL,Anzahl Bewerber,darunter Frauen,Prozent Frauen
2229,Malsfeld,2016,CDU,HE,7,1.0,0.14285714285714285
2230,Malsfeld,2016,SPD,HE,22,6.0,0.2727272727272727
2231,Malsfeld,2021,CDU,HE,22,9.0,0.4090909090909091
2232,Malsfeld,2021,FDP,HE,37,13.0,0.35135135135135137
2233,Malsfeld,2021,GRÜNE,HE,13,7.0,0.5384615384615384
2234,Malsfeld,2021,SPD,HE,26,4.0,0.15384615384615385
2235,Marburg,2011,CDU,HE,43,14.0,0.32558139534883723
2236,Marburg,2011,FDP,HE,16,2.0,0.125
2237,Marburg,2011,GRÜNE,HE,17,7.0,0.4117647058823529
2238,Marburg,2011,SPD,HE,41,10.0,0.24390243902439024
2239,Marburg,2016,CDU,HE,22,4.0,0.18181818181818182
2240,Marburg,2016,FDP,HE,9,2.0,0.2222222222222222
2241,Marburg,2016,GRÜNE,HE,5,3.0,0.6
2242,Marburg,2016,SPD,HE,25,6.0,0.24
2243,Marburg,2021,CDU,HE,27,8.0,0.2962962962962963
2244,Marburg,2021,SPD,HE,22,1.0,0.045454545454545456
2245,Meinhard,2016,CDU,HE,6,,
2246,Meinhard,2016,SPD,HE,12,1.0,0.08333333333333333
2247,Meinhard,2021,CDU,HE,12,3.0,0.25
2248,Meinhard,2021,SPD,HE,16,4.0,0.25
2249,Meißner,2016,CDU,HE,34,11.0,0.3235294117647059
2250,Meißner,2016,FDP,HE,10,2.0,0.2
2251,Meißner,2016,GRÜNE,HE,20,8.0,0.4
2252,Meißner,2016,SPD,HE,26,3.0,0.11538461538461539
2253,Meißner,2021,CDU,HE,13,4.0,0.3076923076923077
2254,Meißner,2021,GRÜNE,HE,18,9.0,0.5
2255,Meißner,2021,SPD,HE,16,3.0,0.1875
2256,Melsungen,2011,SPD,HE,24,5.0,0.20833333333333334
2257,Melsungen,2016,CDU,HE,41,13.0,0.3170731707317073
2258,Melsungen,2016,FDP,HE,14,2.0,0.14285714285714285
2259,Melsungen,2016,GRÜNE,HE,23,10.0,0.43478260869565216
2260,Melsungen,2016,SPD,HE,40,7.0,0.175
2261,Melsungen,2021,CDU,HE,6,3.0,0.5
2262,Melsungen,2021,FDP,HE,9,2.0,0.2222222222222222
2263,Melsungen,2021,SPD,HE,15,3.0,0.2
2264,Mengerskirchen,2011,CDU,HE,35,5.0,0.14285714285714285
2265,Mengerskirchen,2011,FDP,HE,13,3.0,0.23076923076923078
2266,Mengerskirchen,2011,GRÜNE,HE,17,6.0,0.35294117647058826
2267,Mengerskirchen,2011,SPD,HE,39,7.0,0.1794871794871795
2268,Mengerskirchen,2016,CDU,HE,43,11.0,0.2558139534883721
2269,Mengerskirchen,2016,FDP,HE,20,5.0,0.25
2270,Mengerskirchen,2016,GRÜNE,HE,20,8.0,0.4
2271,Mengerskirchen,2016,SPD,HE,42,12.0,0.2857142857142857
2272,Mengerskirchen,2021,CDU,HE,22,6.0,0.2727272727272727
2273,Mengerskirchen,2021,GRÜNE,HE,11,5.0,0.45454545454545453
2274,Mengerskirchen,2021,SPD,HE,24,5.0,0.20833333333333334
2275,Merenberg,2011,CDU,HE,24,8.0,0.3333333333333333
2276,Merenberg,2011,GRÜNE,HE,11,6.0,0.5454545454545454
2277,Merenberg,2011,SPD,HE,33,9.0,0.2727272727272727
2278,Merenberg,2016,CDU,HE,36,9.0,0.25
2279,Merenberg,2016,SPD,HE,35,9.0,0.2571428571428571
2280,Merenberg,2021,CDU,HE,32,5.0,0.15625
2281,Merenberg,2021,GRÜNE,HE,16,6.0,0.375
2282,Merenberg,2021,SPD,HE,25,3.0,0.12
2283,Messel,2011,CDU,HE,40,13.0,0.325
2284,Messel,2011,FDP,HE,17,7.0,0.4117647058823529
2285,Messel,2011,SPD,HE,42,10.0,0.23809523809523808
2286,Messel,2016,CDU,HE,24,9.0,0.375
2287,Messel,2016,GRÜNE,HE,14,6.0,0.42857142857142855
2288,Messel,2016,SPD,HE,27,11.0,0.4074074074074074
2289,Messel,2021,CDU,HE,23,7.0,0.30434782608695654
2290,Messel,2021,FDP,HE,2,1.0,0.5
2291,Messel,2021,GRÜNE,HE,15,8.0,0.5333333333333333
2292,Messel,2021,SPD,HE,20,7.0,0.35
2293,Michelstadt,2011,CDU,HE,42,19.0,0.4523809523809524
2294,Michelstadt,2011,FDP,HE,17,5.0,0.29411764705882354
2295,Michelstadt,2011,GRÜNE,HE,25,14.0,0.56
2296,Michelstadt,2011,SPD,HE,40,17.0,0.425
2297,Michelstadt,2021,AfD,HE,5,1.0,0.2
2298,Michelstadt,2021,CDU,HE,17,6.0,0.35294117647058826
2299,Michelstadt,2021,SPD,HE,6,2.0,0.3333333333333333
2300,Mittenaar,2011,CDU,HE,33,10.0,0.30303030303030304
2301,Mittenaar,2011,GRÜNE,HE,10,4.0,0.4
2302,Mittenaar,2011,SPD,HE,31,3.0,0.0967741935483871
2303,Mittenaar,2016,CDU,HE,51,14.0,0.27450980392156865
2304,Mittenaar,2016,FDP,HE,29,9.0,0.3103448275862069
2305,Mittenaar,2016,GRÜNE,HE,27,14.0,0.5185185185185185
2306,Mittenaar,2016,SPD,HE,65,24.0,0.36923076923076925
2307,Mittenaar,2021,CDU,HE,12,2.0,0.16666666666666666
2308,Mittenaar,2021,GRÜNE,HE,15,7.0,0.4666666666666667
2309,Mittenaar,2021,SPD,HE,12,3.0,0.25
2310,Modautal,2011,CDU,HE,37,10.0,0.2702702702702703
2311,Modautal,2011,SPD,HE,34,8.0,0.23529411764705882
2312,Modautal,2016,CDU,HE,33,9.0,0.2727272727272727
2313,Modautal,2016,FDP,HE,18,4.0,0.2222222222222222
2314,Modautal,2016,GRÜNE,HE,16,7.0,0.4375
2315,Modautal,2016,SPD,HE,19,4.0,0.21052631578947367
2316,Modautal,2021,CDU,HE,37,13.0,0.35135135135135137
2317,Modautal,2021,FDP,HE,18,6.0,0.3333333333333333
2318,Modautal,2021,GRÜNE,HE,16,7.0,0.4375
2319,Modautal,2021,SPD,HE,16,4.0,0.25
2320,Morschen,2011,CDU,HE,10,,
2321,Morschen,2011,FDP,HE,10,3.0,0.3
2322,Morschen,2011,SPD,HE,15,4.0,0.26666666666666666
2323,Morschen,2016,CDU,HE,14,5.0,0.35714285714285715
2324,Morschen,2016,SPD,HE,13,2.0,0.15384615384615385
2325,Morschen,2021,CDU,HE,24,7.0,0.2916666666666667
2326,Morschen,2021,FDP,HE,12,4.0,0.3333333333333333
2327,Morschen,2021,SPD,HE,21,8.0,0.38095238095238093
2328,Mossautal,2011,CDU,HE,51,18.0,0.35294117647058826
2329,Mossautal,2011,FDP,HE,23,6.0,0.2608695652173913
2330,Mossautal,2011,GRÜNE,HE,21,8.0,0.38095238095238093
2331,Mossautal,2011,SPD,HE,49,14.0,0.2857142857142857
2332,Mossautal,2016,AfD,HE,15,3.0,0.2
2333,Mossautal,2016,CDU,HE,48,15.0,0.3125
2334,Mossautal,2016,FDP,HE,24,8.0,0.3333333333333333
2335,Mossautal,2016,GRÜNE,HE,21,8.0,0.38095238095238093
2336,Mossautal,2016,SPD,HE,41,17.0,0.4146341463414634
2337,Mossautal,2021,CDU,HE,37,13.0,0.35135135135135137
2338,Mossautal,2021,FDP,HE,3,1.0,0.3333333333333333
2339,Mossautal,2021,SPD,HE,33,14.0,0.42424242424242425
2340,Mörfelden-Walldorf,2011,CDU,HE,41,11.0,0.2682926829268293
2341,Mörfelden-Walldorf,2011,FDP,HE,15,6.0,0.4
2342,Mörfelden-Walldorf,2011,SPD,HE,41,11.0,0.2682926829268293
2343,Mörfelden-Walldorf,2016,CDU,HE,35,12.0,0.34285714285714286
2344,Mörfelden-Walldorf,2016,FDP,HE,12,6.0,0.5
2345,Mörfelden-Walldorf,2016,GRÜNE,HE,16,7.0,0.4375
2346,Mörfelden-Walldorf,2016,SPD,HE,32,13.0,0.40625
2347,Mörfelden-Walldorf,2021,CDU,HE,33,12.0,0.36363636363636365
2348,Mörfelden-Walldorf,2021,FDP,HE,12,5.0,0.4166666666666667
2349,Mörfelden-Walldorf,2021,GRÜNE,HE,23,10.0,0.43478260869565216
2350,Mörfelden-Walldorf,2021,SPD,HE,35,15.0,0.42857142857142855
2351,Mörlenbach,2016,CDU,HE,16,5.0,0.3125
2352,Mörlenbach,2016,GRÜNE,HE,14,6.0,0.42857142857142855
2353,Mörlenbach,2016,SPD,HE,17,3.0,0.17647058823529413
2354,Mörlenbach,2021,CDU,HE,8,3.0,0.375
2355,Mörlenbach,2021,GRÜNE,HE,7,4.0,0.5714285714285714
2356,Mörlenbach,2021,SPD,HE,16,4.0,0.25
2357,Mücke,2011,CDU,HE,35,7.0,0.2
2358,Mücke,2011,FDP,HE,12,6.0,0.5
2359,Mücke,2011,GRÜNE,HE,31,15.0,0.4838709677419355
2360,Mücke,2011,SPD,HE,15,5.0,0.3333333333333333
2361,Mücke,2016,CDU,HE,6,,
2362,Mücke,2016,SPD,HE,16,1.0,0.0625
2363,Mücke,2021,SPD,HE,12,2.0,0.16666666666666666
2364,Mühlheim am Main,2011,CDU,HE,21,5.0,0.23809523809523808
2365,Mühlheim am Main,2011,FDP,HE,12,8.0,0.6666666666666666
2366,Mühlheim am Main,2011,SPD,HE,25,9.0,0.36
2367,Mühlheim am Main,2016,AfD,HE,11,4.0,0.36363636363636365
2368,Mühlheim am Main,2016,CDU,HE,48,18.0,0.375
2369,Mühlheim am Main,2016,FDP,HE,26,12.0,0.46153846153846156
2370,Mühlheim am Main,2016,GRÜNE,HE,20,8.0,0.4
2371,Mühlheim am Main,2016,SPD,HE,51,17.0,0.3333333333333333
2372,Mühlheim am Main,2021,AfD,HE,16,5.0,0.3125
2373,Mühlheim am Main,2021,CDU,HE,52,19.0,0.36538461538461536
2374,Mühlheim am Main,2021,FDP,HE,24,10.0,0.4166666666666667
2375,Mühlheim am Main,2021,GRÜNE,HE,48,19.0,0.3958333333333333
2376,Mühlheim am Main,2021,SPD,HE,48,21.0,0.4375
2377,Mühltal,2011,CDU,HE,33,9.0,0.2727272727272727
2378,Mühltal,2011,FDP,HE,13,3.0,0.23076923076923078
2379,Mühltal,2011,GRÜNE,HE,16,6.0,0.375
2380,Mühltal,2011,SPD,HE,41,11.0,0.2682926829268293
2381,Mühltal,2016,CDU,HE,36,12.0,0.3333333333333333
2382,Mühltal,2016,FDP,HE,14,5.0,0.35714285714285715
2383,Mühltal,2016,SPD,HE,35,8.0,0.22857142857142856
2384,Mühltal,2021,CDU,HE,34,13.0,0.38235294117647056
2385,Mühltal,2021,FDP,HE,13,4.0,0.3076923076923077
2386,Mühltal,2021,GRÜNE,HE,25,9.0,0.36
2387,Mühltal,2021,SPD,HE,35,10.0,0.2857142857142857
2388,Münchhausen,2011,CDU,HE,15,2.0,0.13333333333333333
2389,Münchhausen,2011,SPD,HE,16,3.0,0.1875
2390,Münchhausen,2016,CDU,HE,21,5.0,0.23809523809523808
2391,Münchhausen,2016,FDP,HE,3,,
2392,Münchhausen,2016,GRÜNE,HE,13,7.0,0.5384615384615384
2393,Münchhausen,2016,SPD,HE,37,8.0,0.21621621621621623
2394,Münchhausen,2021,CDU,HE,27,6.0,0.2222222222222222
2395,Münchhausen,2021,SPD,HE,25,9.0,0.36
2396,Münzenberg,2011,CDU,HE,43,12.0,0.27906976744186046
2397,Münzenberg,2011,FDP,HE,14,2.0,0.14285714285714285
2398,Münzenberg,2011,GRÜNE,HE,18,2.0,0.1111111111111111
2399,Münzenberg,2011,DIE LINKE,HE,3,,
2400,Münzenberg,2011,SPD,HE,41,17.0,0.4146341463414634
2401,Münzenberg,2016,CDU,HE,24,7.0,0.2916666666666667
2402,Münzenberg,2016,GRÜNE,HE,7,2.0,0.2857142857142857
2403,Münzenberg,2016,SPD,HE,24,8.0,0.3333333333333333
2404,Münzenberg,2021,CDU,HE,36,8.0,0.2222222222222222
2405,Münzenberg,2021,GRÜNE,HE,16,7.0,0.4375
2406,Münzenberg,2021,SPD,HE,26,9.0,0.34615384615384615
2407,Nauheim,2011,CDU,HE,26,6.0,0.23076923076923078
2408,Nauheim,2011,GRÜNE,HE,10,4.0,0.4
2409,Nauheim,2011,SPD,HE,31,11.0,0.3548387096774194
2410,Nauheim,2016,CDU,HE,24,11.0,0.4583333333333333
2411,Nauheim,2016,FDP,HE,12,3.0,0.25
2412,Nauheim,2016,GRÜNE,HE,14,4.0,0.2857142857142857
2413,Nauheim,2016,SPD,HE,35,17.0,0.4857142857142857
2414,Nauheim,2021,CDU,HE,17,6.0,0.35294117647058826
2415,Nauheim,2021,FDP,HE,12,3.0,0.25
2416,Nauheim,2021,GRÜNE,HE,17,8.0,0.47058823529411764
2417,Nauheim,2021,SPD,HE,38,17.0,0.4473684210526316
2418,Naumburg,2011,CDU,HE,16,7.0,0.4375
2419,Naumburg,2011,SPD,HE,16,3.0,0.1875
2420,Naumburg,2016,CDU,HE,39,15.0,0.38461538461538464
2421,Naumburg,2016,GRÜNE,HE,17,9.0,0.5294117647058824
2422,Naumburg,2016,SPD,HE,37,7.0,0.1891891891891892
2423,Naumburg,2021,CDU,HE,13,6.0,0.46153846153846156
2424,Naumburg,2021,SPD,HE,15,5.0,0.3333333333333333
2425,Neckarsteinach,2011,CDU,HE,27,9.0,0.3333333333333333
2426,Neckarsteinach,2011,FDP,HE,9,1.0,0.1111111111111111
2427,Neckarsteinach,2011,GRÜNE,HE,14,4.0,0.2857142857142857
2428,Neckarsteinach,2011,SPD,HE,29,6.0,0.20689655172413793
2429,Neckarsteinach,2016,CDU,HE,19,5.0,0.2631578947368421
2430,Neckarsteinach,2016,FDP,HE,12,4.0,0.3333333333333333
2431,Neckarsteinach,2016,GRÜNE,HE,8,5.0,0.625
2432,Neckarsteinach,2016,SPD,HE,26,7.0,0.2692307692307692
2433,Neckarsteinach,2021,CDU,HE,8,1.0,0.125
2434,Neckarsteinach,2021,FDP,HE,12,4.0,0.3333333333333333
2435,Neckarsteinach,2021,GRÜNE,HE,10,5.0,0.5
2436,Neckarsteinach,2021,SPD,HE,22,6.0,0.2727272727272727
2437,Nentershausen,2011,CDU,HE,17,5.0,0.29411764705882354
2438,Nentershausen,2011,FDP,HE,5,2.0,0.4
2439,Nentershausen,2011,SPD,HE,24,4.0,0.16666666666666666
2440,Nentershausen,2016,CDU,HE,23,4.0,0.17391304347826086
2441,Nentershausen,2016,FDP,HE,20,2.0,0.1
2442,Nentershausen,2016,GRÜNE,HE,9,6.0,0.6666666666666666
2443,Nentershausen,2016,SPD,HE,23,,
2444,Nentershausen,2021,CDU,HE,16,3.0,0.1875
2445,Nentershausen,2021,SPD,HE,17,5.0,0.29411764705882354
2446,Neu-Anspach,2011,CDU,HE,33,10.0,0.30303030303030304
2447,Neu-Anspach,2011,FDP,HE,35,14.0,0.4
2448,Neu-Anspach,2011,GRÜNE,HE,15,4.0,0.26666666666666666
2449,Neu-Anspach,2011,SPD,HE,31,13.0,0.41935483870967744
2450,Neu-Anspach,2016,AfD,HE,18,6.0,0.3333333333333333
2451,Neu-Anspach,2016,CDU,HE,50,17.0,0.34
2452,Neu-Anspach,2016,FDP,HE,44,12.0,0.2727272727272727
2453,Neu-Anspach,2016,GRÜNE,HE,39,18.0,0.46153846153846156
2454,Neu-Anspach,2016,SPD,HE,50,22.0,0.44
2455,Neu-Anspach,2021,AfD,HE,16,5.0,0.3125
2456,Neu-Anspach,2021,CDU,HE,51,15.0,0.29411764705882354
2457,Neu-Anspach,2021,FDP,HE,48,13.0,0.2708333333333333
2458,Neu-Anspach,2021,GRÜNE,HE,50,25.0,0.5
2459,Neu-Anspach,2021,SPD,HE,48,20.0,0.4166666666666667
2460,Neu-Eichenberg,2021,CDU,HE,11,3.0,0.2727272727272727
2461,Neu-Eichenberg,2021,SPD,HE,15,4.0,0.26666666666666666
2462,Neu-Isenburg,2011,CDU,HE,42,9.0,0.21428571428571427
2463,Neu-Isenburg,2011,FDP,HE,18,5.0,0.2777777777777778
2464,Neu-Isenburg,2011,GRÜNE,HE,30,12.0,0.4
2465,Neu-Isenburg,2011,SPD,HE,41,15.0,0.36585365853658536
2466,Neu-Isenburg,2016,CDU,HE,41,13.0,0.3170731707317073
2467,Neu-Isenburg,2016,FDP,HE,17,4.0,0.23529411764705882
2468,Neu-Isenburg,2016,SPD,HE,32,10.0,0.3125
2469,Neu-Isenburg,2021,CDU,HE,43,18.0,0.4186046511627907
2470,Neu-Isenburg,2021,FDP,HE,19,7.0,0.3684210526315789
2471,Neu-Isenburg,2021,GRÜNE,HE,27,15.0,0.5555555555555556
2472,Neu-Isenburg,2021,SPD,HE,24,9.0,0.375
2473,Neuberg,2011,CDU,HE,36,7.0,0.19444444444444445
2474,Neuberg,2011,FDP,HE,5,2.0,0.4
2475,Neuberg,2011,SPD,HE,35,9.0,0.2571428571428571
2476,Neuberg,2016,CDU,HE,40,12.0,0.3
2477,Neuberg,2016,GRÜNE,HE,16,6.0,0.375
2478,Neuberg,2016,SPD,HE,43,14.0,0.32558139534883723
2479,Neuberg,2021,CDU,HE,44,15.0,0.3409090909090909
2480,Neuberg,2021,FDP,HE,8,2.0,0.25
2481,Neuberg,2021,GRÜNE,HE,28,12.0,0.42857142857142855
2482,Neuberg,2021,SPD,HE,44,14.0,0.3181818181818182
2483,Neuenstein,2011,CDU,HE,34,10.0,0.29411764705882354
2484,Neuenstein,2011,GRÜNE,HE,16,8.0,0.5
2485,Neuenstein,2011,SPD,HE,38,15.0,0.39473684210526316
2486,Neuenstein,2016,CDU,HE,25,6.0,0.24
2487,Neuenstein,2016,GRÜNE,HE,25,14.0,0.56
2488,Neuenstein,2016,SPD,HE,22,4.0,0.18181818181818182
2489,Neuenstein,2021,CDU,HE,17,4.0,0.23529411764705882
2490,Neuenstein,2021,GRÜNE,HE,11,7.0,0.6363636363636364
2491,Neuenstein,2021,SPD,HE,34,7.0,0.20588235294117646
2492,Neuental,2011,CDU,HE,27,8.0,0.2962962962962963
2493,Neuental,2011,FDP,HE,19,4.0,0.21052631578947367
2494,Neuental,2011,GRÜNE,HE,32,11.0,0.34375
2495,Neuental,2011,SPD,HE,30,9.0,0.3
2496,Neuental,2016,CDU,HE,19,2.0,0.10526315789473684
2497,Neuental,2016,FDP,HE,12,6.0,0.5
2498,Neuental,2016,SPD,HE,20,2.0,0.1
2499,Neuental,2021,CDU,HE,28,6.0,0.21428571428571427
2500,Neuental,2021,FDP,HE,19,8.0,0.42105263157894735
2501,Neuental,2021,GRÜNE,HE,15,7.0,0.4666666666666667
2502,Neuental,2021,SPD,HE,26,4.0,0.15384615384615385
2503,Neuhof,2011,CDU,HE,24,5.0,0.20833333333333334
2504,Neuhof,2011,SPD,HE,25,8.0,0.32
2505,Neuhof,2016,CDU,HE,26,9.0,0.34615384615384615
2506,Neuhof,2016,FDP,HE,43,13.0,0.3023255813953488
2507,Neuhof,2016,GRÜNE,HE,15,5.0,0.3333333333333333
2508,Neuhof,2016,SPD,HE,40,11.0,0.275
2509,Neuhof,2021,CDU,HE,17,4.0,0.23529411764705882
2510,Neukirchen,2011,CDU,HE,25,7.0,0.28
2511,Neukirchen,2011,FDP,HE,19,2.0,0.10526315789473684
2512,Neukirchen,2011,GRÜNE,HE,11,5.0,0.45454545454545453
2513,Neukirchen,2011,SPD,HE,15,3.0,0.2
2514,Neukirchen,2016,CDU,HE,14,3.0,0.21428571428571427
2515,Neukirchen,2016,FDP,HE,12,4.0,0.3333333333333333
2516,Neukirchen,2016,SPD,HE,27,7.0,0.25925925925925924
2517,Neukirchen,2021,CDU,HE,12,3.0,0.25
2518,Neukirchen,2021,GRÜNE,HE,15,6.0,0.4
2519,Neukirchen,2021,SPD,HE,17,2.0,0.11764705882352941
2520,Neustadt (Hessen),2011,CDU,HE,33,8.0,0.24242424242424243
2521,Neustadt (Hessen),2011,GRÜNE,HE,18,8.0,0.4444444444444444
2522,Neustadt (Hessen),2011,SPD,HE,31,7.0,0.22580645161290322
2523,Neustadt (Hessen),2016,CDU,HE,15,3.0,0.2
2524,Neustadt (Hessen),2016,SPD,HE,15,1.0,0.06666666666666667
2525,Neustadt (Hessen),2021,CDU,HE,26,9.0,0.34615384615384615
2526,Neustadt (Hessen),2021,GRÜNE,HE,10,2.0,0.2
2527,Neustadt (Hessen),2021,SPD,HE,15,3.0,0.2
2528,Nidda,2011,CDU,HE,39,10.0,0.2564102564102564
2529,Nidda,2011,GRÜNE,HE,20,8.0,0.4
2530,Nidda,2011,SPD,HE,38,8.0,0.21052631578947367
2531,Nidda,2016,CDU,HE,25,6.0,0.24
2532,Nidda,2016,GRÜNE,HE,9,5.0,0.5555555555555556
2533,Nidda,2016,SPD,HE,20,6.0,0.3
2534,Nidda,2021,CDU,HE,36,11.0,0.3055555555555556
2535,Nidda,2021,FDP,HE,12,4.0,0.3333333333333333
2536,Nidda,2021,GRÜNE,HE,26,13.0,0.5
2537,Nidda,2021,SPD,HE,21,4.0,0.19047619047619047
2538,Niddatal,2011,CDU,HE,39,9.0,0.23076923076923078
2539,Niddatal,2011,FDP,HE,14,7.0,0.5
2540,Niddatal,2011,GRÜNE,HE,22,10.0,0.45454545454545453
2541,Niddatal,2011,SPD,HE,41,17.0,0.4146341463414634
2542,Niddatal,2016,CDU,HE,30,9.0,0.3
2543,Niddatal,2016,FDP,HE,18,6.0,0.3333333333333333
2544,Niddatal,2016,GRÜNE,HE,13,8.0,0.6153846153846154
2545,Niddatal,2016,SPD,HE,16,2.0,0.125
2546,Niddatal,2021,CDU,HE,30,12.0,0.4
2547,Niddatal,2021,GRÜNE,HE,13,4.0,0.3076923076923077
2548,Niddatal,2021,SPD,HE,35,14.0,0.4
2549,Nidderau,2011,CDU,HE,40,9.0,0.225
2550,Nidderau,2011,FDP,HE,14,3.0,0.21428571428571427
2551,Nidderau,2011,SPD,HE,42,13.0,0.30952380952380953
2552,Nidderau,2016,CDU,HE,17,7.0,0.4117647058823529
2553,Nidderau,2016,GRÜNE,HE,16,8.0,0.5
2554,Nidderau,2016,SPD,HE,16,6.0,0.375
2555,Nidderau,2021,GRÜNE,HE,16,8.0,0.5
2556,Nidderau,2021,SPD,HE,16,4.0,0.25
2557,Niedenstein,2011,CDU,HE,14,4.0,0.2857142857142857
2558,Niedenstein,2011,FDP,HE,5,,
2559,Niedenstein,2016,CDU,HE,25,6.0,0.24
2560,Niedenstein,2016,FDP,HE,11,2.0,0.18181818181818182
2561,Niedenstein,2016,SPD,HE,24,4.0,0.16666666666666666
2562,Niedenstein,2021,CDU,HE,23,8.0,0.34782608695652173
2563,Niedenstein,2021,SPD,HE,18,6.0,0.3333333333333333
2564,Niederaula,2011,CDU,HE,13,7.0,0.5384615384615384
2565,Niederaula,2011,SPD,HE,21,3.0,0.14285714285714285
2566,Niederaula,2016,AfD,HE,6,2.0,0.3333333333333333
2567,Niederaula,2016,CDU,HE,21,7.0,0.3333333333333333
2568,Niederaula,2016,SPD,HE,21,9.0,0.42857142857142855
2569,Niederaula,2021,CDU,HE,25,6.0,0.24
2570,Niederaula,2021,FDP,HE,6,1.0,0.16666666666666666
2571,Niederaula,2021,SPD,HE,28,11.0,0.39285714285714285
2572,Niederdorfelden,2011,CDU,HE,40,14.0,0.35
2573,Niederdorfelden,2011,FDP,HE,25,12.0,0.48
2574,Niederdorfelden,2011,GRÜNE,HE,20,10.0,0.5
2575,Niederdorfelden,2011,SPD,HE,30,14.0,0.4666666666666667
2576,Niederdorfelden,2016,CDU,HE,24,7.0,0.2916666666666667
2577,Niederdorfelden,2016,FDP,HE,10,4.0,0.4
2578,Niederdorfelden,2016,SPD,HE,35,11.0,0.3142857142857143
2579,Niederdorfelden,2021,CDU,HE,23,5.0,0.21739130434782608
2580,Niederdorfelden,2021,FDP,HE,16,6.0,0.375
2581,Niederdorfelden,2021,GRÜNE,HE,13,6.0,0.46153846153846156
2582,Niederdorfelden,2021,SPD,HE,36,10.0,0.2777777777777778
2583,Niedernhausen,2011,CDU,HE,24,7.0,0.2916666666666667
2584,Niedernhausen,2011,SPD,HE,13,3.0,0.23076923076923078
2585,Niedernhausen,2016,CDU,HE,30,10.0,0.3333333333333333
2586,Niedernhausen,2016,GRÜNE,HE,14,6.0,0.42857142857142855
2587,Niedernhausen,2016,SPD,HE,26,7.0,0.2692307692307692
2588,Niedernhausen,2021,CDU,HE,35,12.0,0.34285714285714286
2589,Niedernhausen,2021,FDP,HE,30,9.0,0.3
2590,Niedernhausen,2021,GRÜNE,HE,26,13.0,0.5
2591,Niedernhausen,2021,SPD,HE,34,12.0,0.35294117647058826
2592,Nieste,2011,CDU,HE,13,3.0,0.23076923076923078
2593,Nieste,2011,FDP,HE,12,4.0,0.3333333333333333
2594,Nieste,2011,SPD,HE,24,3.0,0.125
2595,Nieste,2016,CDU,HE,33,8.0,0.24242424242424243
2596,Nieste,2016,GRÜNE,HE,11,5.0,0.45454545454545453
2597,Nieste,2016,SPD,HE,31,5.0,0.16129032258064516
2598,Nieste,2021,CDU,HE,37,7.0,0.1891891891891892
2599,Nieste,2021,GRÜNE,HE,16,6.0,0.375
2600,Nieste,2021,SPD,HE,34,12.0,0.35294117647058826
2601,Niestetal,2011,CDU,HE,21,5.0,0.23809523809523808
2602,Niestetal,2011,FDP,HE,14,3.0,0.21428571428571427
2603,Niestetal,2011,SPD,HE,22,4.0,0.18181818181818182
2604,Niestetal,2016,CDU,HE,19,3.0,0.15789473684210525
2605,Niestetal,2016,FDP,HE,13,4.0,0.3076923076923077
2606,Niestetal,2016,SPD,HE,36,8.0,0.2222222222222222
2607,Niestetal,2021,CDU,HE,6,4.0,0.6666666666666666
2608,Niestetal,2021,SPD,HE,16,5.0,0.3125
2609,Nüsttal,2011,CDU,HE,10,2.0,0.2
2610,Nüsttal,2011,FDP,HE,8,3.0,0.375
2611,Nüsttal,2011,SPD,HE,16,4.0,0.25
2612,Nüsttal,2016,CDU,HE,41,14.0,0.34146341463414637
2613,Nüsttal,2016,FDP,HE,20,13.0,0.65
2614,Nüsttal,2016,SPD,HE,27,11.0,0.4074074074074074
2615,Nüsttal,2021,CDU,HE,40,10.0,0.25
2616,Nüsttal,2021,FDP,HE,15,5.0,0.3333333333333333
2617,Nüsttal,2021,GRÜNE,HE,15,7.0,0.4666666666666667
2618,Nüsttal,2021,SPD,HE,11,4.0,0.36363636363636365
2619,Ober-Mörlen,2011,CDU,HE,38,11.0,0.2894736842105263
2620,Ober-Mörlen,2011,FDP,HE,20,6.0,0.3
2621,Ober-Mörlen,2011,GRÜNE,HE,16,8.0,0.5
2622,Ober-Mörlen,2011,SPD,HE,24,6.0,0.25
2623,Ober-Mörlen,2016,CDU,HE,22,7.0,0.3181818181818182
2624,Ober-Mörlen,2016,GRÜNE,HE,14,6.0,0.42857142857142855
2625,Ober-Mörlen,2016,SPD,HE,36,13.0,0.3611111111111111
2626,Ober-Mörlen,2021,CDU,HE,32,10.0,0.3125
2627,Ober-Mörlen,2021,GRÜNE,HE,23,11.0,0.4782608695652174
2628,Ober-Mörlen,2021,SPD,HE,33,12.0,0.36363636363636365
2629,Ober-Ramstadt,2011,CDU,HE,34,14.0,0.4117647058823529
2630,Ober-Ramstadt,2011,FDP,HE,12,4.0,0.3333333333333333
2631,Ober-Ramstadt,2011,GRÜNE,HE,18,5.0,0.2777777777777778
2632,Ober-Ramstadt,2011,SPD,HE,38,9.0,0.23684210526315788
2633,Ober-Ramstadt,2016,CDU,HE,29,8.0,0.27586206896551724
2634,Ober-Ramstadt,2016,FDP,HE,13,5.0,0.38461538461538464
2635,Ober-Ramstadt,2016,GRÜNE,HE,12,4.0,0.3333333333333333
2636,Ober-Ramstadt,2016,SPD,HE,25,6.0,0.24
2637,Ober-Ramstadt,2021,CDU,HE,33,14.0,0.42424242424242425
