Lfd Nr;Tatzeit;Tatort;Sachverhalt;TV;Phänomenbereic h;Zähldelikt §;Bezeichnung;Betroffene Partei
277;21.03.2021;Biessenhofen;"Im Zeitraum der letzten Woche sind einige Schmierereien durch Graffiti an den Brückenpfeilern unter der B 12 neu angebracht worden. 1. Pfeiler unter der B 12 in Richtung Bernbach: ""VOLK STEH AUF"", SÖDER WEG!"", ""VERRAT, CSU WEG"" sowie ""KEINE DIKTATUR! "". 2. Pfeiler unter der B 12 in Richtung Hausen: ""CSU WEG"" sowie ""SÖDER WEG"" u.a.";0;Nicht zuzuordnen;§303 StGB;Sachbeschädigung;CSU
278;18.03.2021;Rain;"UT beschädigte die Fensterscheibe des CSU Schaukastens. Dabei ging das Glas zu Bruch. Zusätzlich wurden durch UT 4 handgeschriebene Briefe im Schaukasten zurückgelassen. Die Briefe wurden sichergestellt. Dem Inhalt der Briefe nach handelt es sich um eine politisch motivierte Tat, da offenkundig Kritik an der AFD sowie der Impfpolitik ausgeübt wird. Inhalt der Briefe u. a.: ""AfD kann nicht für den Corona - Holocoust behilflich sein... um eine Endlösung im Sinne der CDU / CSU zu erreichen muss man die AfD verbieten und die NSDAP wieder erlauben..., Die NSDAP hatte auch progressiv gestimmte Gesundheits -Programme..."" cov#19 Laut Meldung LKA vom 04.05.2021: AZ hinzugefügt.";0;Rechts;§130 StGB;Volksverhetzung;AfD, CSU
279;01.03.2021;Moosburg ;"Die BS bezeichnet per Facebookpost in der öffentlichen Gruppe ""Moosburg und Umgebung"" alle Besucher des AfD- Büros in Moosburg a.d. Isar als Rassisten.";1;Links;§186 StGB ;Üble Nachrede ;AfD
280;23.03.2021;Windischeschenbac h;"Der Geschädigte Landrat wurde in einem Kommentar zu einem Artikel des Medienunternehmens ONetz auf der Plattform ""Facebook"" mit den Worten ""Alles Verbrecher"" und dass er sie auf der Straße gerne demütigen würde"" beleidigt. Flintergrund des Ganzen ist eine kürzlich durchgeführte Delegiertenversammlung anlässlich der bevorstehenden Bundestagswahl. Diese wurde durch die CSU trotz Corona als Präsenzveranstaltung mit ca. 200 Teilnehmern durchgeführt. Dies sorgte für großen Unmut in der Bevölkerung und in den sozialen Netzwerken. Eine Gefährdungsrelevanz für den Geschädigten Landrat ist derzeit nicht erkennbar.";1;Nicht zuzuordnen;§185 StGB;Beleidigung;CSU
281;24.03.2021;Vohenstrauß;"Der Geschädigte Landrat wurde in einem Kommentar zu einem Artikel des Medienunternehmens Oberpfalzecho auf der Plattform ""Facebook"" mit den Worten ""Was für ein arrogantes Arschloch"" beleidigt. Flintergrund des Ganzen ist eine kürzlich durchgeführte Delegiertenversammlung anlässlich der bevorstehenden Bundestagswahl. Diese wurde durch die CSU trotz Corona als Präsenzveranstaltung mit ca. 200 Teilnehmern durchgeführt. Dies sorgte für großen Unmut in der Bevölkerung und in den sozialen Netzwerken. cov#19";1;Nicht zuzuordnen;§185 StGB;Beleidigung;CSU
282;18.01.2021;Ingolstadt ;"UT versandte eine E-Mail mit beleidigendem Inhalt an den GS, welcher stellvertretender Vorsitzender der AfD Ingolstadt-Eichstätt ist In der Email schrieb er u.a. ""Jetzt
gut aufpassen du Grün(Braun)Schnabel"" bzw. wenn ""Mundstuhl eure Lipp(en) verlässt"".";0;Nicht zuzuordnen;§185 StGB;Beleidigung;AfD
283;16.01.2021;München;"Im Bereich des Kosegartenplatzes und angrenzenden Straßen wurde von dem Mitteiler festgestellt, dass in dem auf geparkten Pkws liegenden Schnee politische Parolen geschrieben wurden Hierbei wurde unter anderem ""Fuck Söder"", ""Fuck Merkel"", ""Tod CSU"", ""Tötet Söder"", ""Merkel Sau"" und ""Merkel Fotze"" in den Schnee geschrieben. Die Sprüche fanden sich auf circa 30 Fahrzeugen.";0;Nicht zuzuordnen;§111 StGB;Öffentliche Aufforderung zu Straftaten;CSU
284;24.03.2021;Vohenstrauß;"Der Geschädigte Landrat wurde in einem Kommentar zu einem Artikel des Medienunternehmens Oberpfalzecho auf der Plattform ""Facebook"" mit den Worten ""Was für ein arrogantes Arschloch"" beleidigt. Hintergrund des Ganzen ist eine kürzlich durchgeführte Delegierten Versammlung anlässlich der bevorstehenden Bundestagswahl. Diese wurde durch die CSU trotz Corona als Präsenzveranstaltung mit ca. 200 Teilnehmern durchgeführt. Dies sorgte für großen Unmut in der Bevölkerung und in den sozialen Netzwerken.";1;Nicht zuzuordnen;§185 StGB;Beleidigung;CSU
285;11.02.2021;Ottobrunn;"Die Fraktionsvorsitzende der AfD, Frau W., erstattete Anzeige beim Ermittlungsdienst des Deutschen Bundestags in Berlin: Der beschuldigte Twitter-User postete am 11.02.2021 eine Fotomontage, welche links ein Bild von Eva Braun und rechts ein Bild der GES zeigt. Dazu schrieb der BS: ""Links das Virus, rechts die Mutante"".";1;Nicht zuzuordnen;§185 StGB;Beleidigung;AfD
286;29.03.2021;München;"Der Geschädigte bestand im Rahmen einer Veranstaltung der AfD auf die Erstattung einer Anzeige bzgl. einer zurückliegenden Beleidigung durch die Beschuldigte, die sich auf einer zurückliegenden Veranstaltung der AfD am Tattag ereignete. Der Geschädigte war auf dieser Veranstaltung als Redner und Teilnehmer vertreten. Während einer Kundgebung des Geschädigten per Megafon an außenstehende Passanten rief die sich im Außenbereich der Veranstaltungsfläche befindliche Beschuldigte mehrfach ""Halt die Fresse"". Der Geschädigte fühlte sich dadurch in seiner Ehre verletzt und beleidigt.";1;Nicht zuzuordnen;§188 StGB;Üble Nachrede und Verleumdung gg. Personen des pol. Lebens;AfD
287;27.01.2021;Nürnberg;"Im Rahmen der Streife wurden insgesamt zwei schwarz/weiße Porträtfotos der Vizepräsidentin des Deutschen Bundestages und ein weiteres Bild in der gleichen Größe welches den Vorsitzenden der Partei ""Bündnis 90/Die Grünen"" zeigt festgestellt. Um die genannten Personen verächtlich zu machen, waren die Bilder der oben genannten mit etlichen Löchern im Gesicht präpariert. Augenscheinlich sollen diese Löcher ""Einschusslöcher"" darstellen.";0;Nicht zuzuordnen;§185 StGB;Beleidigung;Bündnis 90/Die Grünen
288;17.02.2021;München;"UT bewarfen das Schaufenster von ""Die Linke"" mit rohen Eiern.";0;Nicht zuzuordnen;§303 StGB;Sachbeschädigung;Die Linke
289;23.02.2021;Bremen;Durch UT wurde der GS (MdBB Die Linke) per Instagram bedroht. Der GS hat kurdische Wurzeln. Vermutlich Türkisch - kurdischer Konflikt als Hintergrund.;0;Ausländische Ideologie;§241 StGB;Bedrohung;Die Linke
290;13.01.2021;Beerfelden;Durch UT wird ein Brief an die Fraktionssprecherin der Partei Bündnis 90/ Die Grünen des Stadtparlamentes Oberzent per Post geschickt. In dem handschriftlich mit Bleistift verfassen zweiseitigem Brief bring der anonyme Absender sein Missfallen bzgl. eines Beschlusses des Stadtparlamentes Oberzent zum Ausdruck, demnach die Stadt Oberzent freiwillig 15 Flüchtlinge aus dem Lager Moria in Griechenland aufnehmen möchte. Dafür macht er im Besonderen die Fraktion Bündnis 90 / Die Grünen verantwortlich. Darüber hinaus enthält der Brief volksverhetzende Äußerungen über Flüchtling im Allgemeinen. So werden Flüchtlinge pauschal als Vergewaltiger und Mörder benannt.;0;Rechts;§130 StGB;Volksverhetzung;Bündnis 90/Die Grünen
291;19.02.2021;Offen bach;"Der Oberbürgermeister (Stadt Flanau) erhält am 19.02.2021 eine E-Mail von einem unbekannten Täter. Aus dem Text der Mail geht hervor, dass die E-Mail zuvor an den Geschädigten gesendet wurde. Der Geschädigte ist Bundesvorsitzender der Partei Bündnis 90/Die Grünen. Die erhaltene E-Mail enthält einen Text, dessen Inhalt volksverhetzend und beleidigend ist. Ferner werden Kennzeichen verfassungswidriger Organisationen verwendet. Der unbekannte Täter kritisiert in volksverhetzender Art und Weise die Flüchtlingspolitik, mitunter bezeichnet er alle ""Nicht Deutschen"" als ""fremdrassige DAUERgäste"" sowie als ""viehzeugs"" und ""Kreaturen"". Der Geschädigte wird in der Betreffzeile mit dem Satz ""Sie verfickter giftgrüner Überfremdungs- und durchraSSungs—"" angesprochen.";0;Rechts;§130 StGB;Volksverhetzung;Bündnis 90/Die Grünen
292;04.01.2021;Kassel ;"Am 04.01.2021, gg. 02:45 Uhr, wurde das Wohnanwesen und der private PKW des GS1 durch 4-5 unbekannte Täter angegangen. Durch UT wurden auf die Hauswand der Schriftzug „NAZISCHWEIN"" gesprüht Des Weiteren wurden am Haus drei Fenster und an dem in der Hofeinfahrt geparkten PKW mehrere Scheiben eingeschlagen.";0;Links;§303 StGB;Sachbeschädigung;AfD
293;06.01.2021;Kassel;Die u.a. Geschädigten erhielten auf ihre jeweiligen Email Adressen je dieselbe Email mit beleidigendem und bedrohendem Inhalt. Der GS ist in der Partei AfD Kassel aktiv (im Vorstand des Kreisverbands Kassel). Die Ehefrau und der Sohn (weitere GS) haben keinerlei Bezüge zur Partei AfD.;0;Links;§241 StGB;Bedrohung;AfD
294;10.01.2021;Bad Arolsen;"UT unterstellen dem Geschädigten, Mitglied des AfD Kreisverbandes Waldeck-Frankenberg, in einem Outing auf ""indymedia"", eine rechte Gesinnung, was dieser vehement von sich weist.";0;Links;§187 StGB;Verleumdung;AfD
295;09.03.2021;Frankfurt;"UT beschmierten das Wahlplakat eines Kandidaten des BFF (Bürger für Frankfurt) mit einem Flakenkreuz und dem Wort ""Nazi"" in schwarzer Farbe.";0;Links;§86A StGB;Verwenden von Kennzeichen verfassungswidriger Organisationen;Sonstige Partei
296;24.01.2021;Kassel;Durch die Universität Kassel wird schriftlich eine Sachbeschädigung durch Graffiti angezeigt. Folgende Tags wurden aufgesprüht: BRAND RIVAS AFD BONZE VERPISS DICH! SONST KIEFERBRUCH.;0;Links;§303 StGB;Sachbeschädigung;AfD
297;27.02.2021;Offen bach;Durch die GS, Vorsitzende der AfD-OF Stadt, wurde ein politischer Stand (Infostand im Rahmen der Kommunalwahlen 21) aufgebaut. Dem BS (im rosa Hasenkostüm vor Ort) passte dies nicht. Im Verlauf der verbalen Streitigkeiten kam es zu Beleidigungen und Bedrohungen (nicht unbedingt im strafrechtlichen Sinne) zwischen den Beteiligten. Der BS drohte dem GS II hierbei Schläge an und beleidigte beide GS u.a. als Nazis.;1;Links;§241 StGB;Bedrohung;AfD
298;23.02.2021;Marburg;"Der Geschädigte hat in seinem Briefkasten einen Flyer von ""stadtlandvolk.net"" gefunden, in dem Mitglieder der AfD Marburg sowie deren Familienmitglieder namentlich veröffentlicht werden. Die Geschädigten fühlen sich dadurch in ihrer Persönlichkeit und im Ruf geschädigt.";0;Links;§188 StGB;Üble Nachrede und Verleumdung gg. Personen des pol. Lebens;AfD
299;10.03.2021;Büdingen;"Bislang UT beschmierten das Wohnhaus GS mit roter und schwarzer Ölfarbe. Ein im Hof abgestellter Mercedes Transporter wurde ebenfalls mit Farbe und den Aufschriften „Fuck AfD"" und „Rassisten"" beschmiert. Weiterhin zerstachen die bisher unbekannten Täter alle vier Reifen des Transporters. Der Sohn des GS war Kandidat bei der Kommunalwahl 2021 für die AfD. Er nimmt regelmäßig an Querdenker- Veranstaltungen teil. Dabei benutzt er den Transporter als Lautsprecherfahrzeug. Somit ist der Wagen bei Gegendemonstranten bekannt. Nach der Tat bekannte sich die Antifa im Internet zu der Straftat.";0;Links;§241 StGB;Bedrohung;AfD
300;24.02.2021;Frankfurt;"Die GS kandidiert für die Partei Die Linke für die Frankfurter Kommunalwahlen und hat kurdische Wurzeln. Sie erhielt von dem Instagramaccount des UT die Nachricht „Der Tod wird dich finden"" und anschließend Bilder von enthaupteten Soldaten prokurdischer Truppen.";0;Ausländische Ideologie;§241 StGB;Bedrohung;Die Linke
301;15.01.2021;Eschborn;"Die GS ist ehrenamtliche Kommunalpolitikerin / Stadtabgeordnete der SPD Eschborn und weiterhin als Unterbezirksgeschäftsführerin bei der SPD festangestellt. In ihrer Eigenschaft als ehrenamtliche Stadtabgeordnete hing die GS Plakate auf. Währenddessen wurde sie von dem BS angesprochen und angemeckert, man müsse die Wahl absagen. Nach einem kurzen Dialog gibt der BS gegenüber der GS an, dass man alle Politiker erschießen müsse. Die GS erklärt dem BS, dass sie auch Politikerin sei und dass man sie dann auch erschießen müsse. Der BS antwortete darauf: „Ja, sie zuerst!"".";1;Nicht zuzuordnen;§241 StGB;Bedrohung;SPD
302;22.02.2021;Frankfurt;"UT beschmierte(n) das Wahlplakat einer SPD-Kandidatin für die Kommunalwahl der Stadt Frankfurt mit der Aufschrift ""AfD"" sowie einem stilisierten Penis. Dadurch fühlt sich die Geschädigte mit iranischer Staatsangehörigkeit in ihrem Ehrgefühl verletzt.";0;Nicht zuzuordnen;§185 StGB;Beleidigung;SPD
303;20.01.2021;Kelsterbach;"Durch den GS und Funktionär der ""Freien Wählergemeinschaft Kelsterbach"" wird per E-Mail mitgeteilt, dass insgesamt vier Beschädigungen/Manipulationen an Wahlplakaten festgestellt wurden. So wurden 12 Wahlplakate von ihrer ursprünglichen Befestigung gelöst und auf den Boden gelegt. Zudem habe man bei einer Kontrolle ein Wahlplakat festgestellt, auf welchem der GS abgebildet ist. Dieses Wahlplakat wurde augenscheinlich am Laternenmast abgesenkt und mit dem türkischen Satz ""Orospu Cocuglu"" (deutsch: Hurensohn) versehen.";0;Nicht zuzuordnen;§303 StGB;Sachbeschädigung;Sonstige Partei
304;21.02.2021;Fulda;"In der öffentlichen Facebook - Gruppe 'Abschiebehaft Darmstadt' äußert der TV mit 61 Mitgliedern im Beitrag 2, dass die AfD Fulda kriminell sei, speziell der GS würde gerne ältere Menschen, vor allem Ausländer, bestehlen. Dieser sei im Flaus der Mutter des TV erwischt worden, wie er dort versuchte sich zu bereichern,..."" Der TV machte eine ähnliche Aussage in einem Kommentarstrang auf der Facebookseite der AfD Fulda, wurde dort aber bereits gesperrt.";1;Nicht zuzuordnen;§188 StGB;Üble Nachrede und Verleumdung gg. Personen des pol. Lebens;AfD
305;01.03.2021;Frankfurt;Der GS ist Kandidat der FDP für die Kommunalwahl in Frankfurt. I.R. der Anzeigenerstattung teilt er mit, dass Wahlplakate mit seinem Konterfei gezielt durch Übermalen des Gesichts und Familiennamens mit lila Farbe beschädigt werden.;0;Nicht zuzuordnen;§303 StGB;Sachbeschädigung;FDP
306;13.02.2021;Reiskirchen;"Der Beschuldigte steht im Verdacht, die Geschädigten, welche für die Partei Alternative für Deutschland vor dem Flaus des Beschuldigten ein Wahlplakat aufhängen wollten, als ""Wichser"", ""Nazi-Arschlöcher"" und ""Dreckiges Pack"" bezeichnet zu haben. Zudem soll der Beschuldigte den Geschädigten den Stinkefinger gezeigt und ""ich hau euch aufs Maul / ich hau euch die Fresse ein ""gesagt haben. Auf das Aufhängen des Plakates musste seitens der Geschädigten verzichtet werden.";1;Nicht zuzuordnen;§185 StGB;Beleidigung;AfD
307;11.02.2021;Kelsterbach;"Der Geschädigte ist Mitglied der ""Freien Wählergemeinschaft Kelsterbach"" und fand in seinem Briefkasten ein anonymes Schreiben mit bedrohendem Inhalt in türkischer Sprache. Der BS steht im Verdacht das anonyme Schreiben aufgrund privatrechtlicher Streitigkeiten an den GS gesandt zu haben.";1;Nicht zuzuordnen;§240 StGB;Nötigung;Sonstige Partei
308;14.03.2021;Flieden;"UT nutzte mehrere Schablonen und sprühte die Worte "" Betrüger"", ""Vorkaufsrecht"" und "" Raffeisen "" (vermutlich gemeint Raiffeisen ) auf ein Wahl-Werbe-Banner des Ortsverbandes der CDU Flieden. UT bezieht sich offensichtlich auf Grundstücksgeschäfte im Bereich Flieden-Döngesmühle. Auf dem Banner sind 6 CDU Wahlkandidaten abgebildet. Die Worte befinden sich hauptsächlich über dem Abbild des Ortskandidaten.";0;Nicht zuzuordnen;§188 StGB;Üble Nachrede und Verleumdung gg. Personen des pol. Lebens;CDU
309;03.03.2021;Flanau;"Der GS ist Kandidat der Oberbürgermeisterwahl der Stadt Flanau am 14.03.2021. Auf dessen Wahlseite auf der Internetplattform Facebook wurde der GS durch den UT mit den Worten ""Arschloch"" und ""Dicker Sack"" beleidigt. Zudem wurde ein aus der Schauspielertätigkeit des Geschädigten stammendes, öffentlich zugängliches Nacktbild (mit Zensur des Genitalbereichs), in die Kommentarfunktion der Facebook Seite gepostet.";0;Nicht zuzuordnen;§185 StGB;Beleidigung;Sonstige Partei
310;05.01.2021;Leun;UT überstieg in Abwesenheit der Bewohner die Zauneinfriedung des Wohngrundstücks. Im Hof lehnte der Täter eine tatorteigene Leiter an den Flauseingang des Wohnhauses an. Der Geschädigte kandidierte im Kontext der Kommunalwahlen Flessen für die SPD als Stadtverordneter in Leun.;0;Nicht zuzuordnen;StGB-123;Flausfriedensbruch;SPD
311;25.02.2021;Leun;UT überstieg in Abwesenheit der Bewohner die Zauneinfriedung des Wohngrundstücks und öffnete im Hof die Mülltonnen. Der Geschädigte kandidierte im Kontext der Kommunalwahlen Flessen für die SPD als Stadtverordneter in Leun.;0;Nicht zuzuordnen;StGB-123;Flausfriedensbruch;SPD
312;26.02.2021;Leun;UT stieg in über den zur Straße hin gelegenen Zaun des Wohngrundstücks und bestreute einen im Hof stehenden PKW mit Mehl. Sachschaden entstand nicht. Der Geschädigte kandidierte im Kontext der Kommunalwahlen Hessen für die SPD als Stadtverordneter in Leun.;0;Nicht zuzuordnen;StGB-123;Hausfriedensbruch;SPD
313;16.03.2021;Knüllwald;"Der Beschuldigte schrieb einen Brief an den Geschädigten, den Bürgermeister der Gemeinde Knüllwald, in dem er diesen als „Drecksau"", „Bürgerschreck"" und „arbeitsscheuen Penner"" bezeichnet.";1;Nicht zuzuordnen;§185 StGB;Beleidigung;Sonstige Partei
314;24.02.2021;Marburg;"Der GS erstattete über die Onlinewache Strafanzeige gegen den Beschuldigten wegen Beleidigung z.N. seiner Ehefrau sowie wegen Bedrohung z.N. der gemeinsamen Töchter. Der Beschuldigte schrieb u.a. ""na du dreckige Zuhälterfotze. Bist du stolz, nachdem ihr mich und meine Mutter vergewaltigt habt mich noch so anzumachen. Deine Töchter werden bezahlen. ""Der Beschuldigte hat bereits mehrfach auch Mitglieder der SPD bedroht und beleidigt";1;Nicht zuzuordnen;§185 StGB;Beleidigung;SPD
315;18.02.2021;Ottrau;"Zwei unbekannte maskierte Täter beschmierten das Wahlplakateines Bürgermeisterkandidaten, indem sie dem darauf abgebildeten Bürgermeisterkandidaten jeweils einen Schnauzbart, einen Zweifinger-Bart und einen Penis auf das Gesicht malten. Weiter wurde die Bildunterschrift ""Ja!"" durchgestrichen und ""Nein!"" daneben geschrieben.";0;Nicht zuzuordnen;§303 StGB;Sachbeschädigung;CDU
316;30.01.2021;Hamburg;"UT traten in den Schnee auf dem Grundstück den Schriftzug „FCK AFD"" und „FCK"". Die GS ist Mitglied der AfD.";0;Links;§185 StGB;Beleidigung;AfD
317;04.02.2021;Hamburg;"Der AE gab an, bei der Löschung der Protokolle seines Facebook Profils auf dem Handy einen Kommentar gesehen zu haben, der zur Tötung von Politikern und zum Anzünden von Flüchtlingswohnheimen aufrief. Diese soll im Profil „Junge Welt"" oder „Junge Freiheit"" oder einem ähnlichen Namen stattgefunden haben. Trotz Ermittlungen der Profile Junge Welt und Junge Freiheit konnte solch ein Kommentar nicht festgestellt werden.";0;Rechts;§111 StGB;Öffentliche Aufforderung zu Straftaten;Sonstige Partei
